"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","I_Zscore"
"1","jar","3","2,937","7.985","-0.704"
"1","jasmine","7","2,322","7.750","-0.157"
"1","javelin","7","246","5.505","-0.111"
"1","jaw","3","2,302","7.742","-0.688"
"1","jawbreaker","10","150","5.011","-0.074"
"1","jeans","5","4,240","8.352","-0.753"
"1","jeep","4","2,639","7.878","-0.738"
"1","jelly","5","2,029","7.615","-0.737"
"1","jersey","6","15,381","9.641","-0.464"
"1","jet","3","12,298","9.417","-0.829"
"1","jewel","5","1,980","7.591","-0.630"
"1","jeweler","7","201","5.303","-0.426"
"1","jewelry","7","6,135","8.722","-0.635"
"1","jockstrap","9","59","4.078","0.132"
"1","jogger","6","638","6.458","-0.377"
"1","joint","5","14,742","9.598","-0.700"
"1","journal","7","29,244","10.283","-0.754"
"1","journalist","10","4,043","8.305","-0.505"
"1","joystick","8","6,938","8.845","-0.349"
"1","juice","5","7,653","8.943","-0.773"
"1","jukebox","7","692","6.540","-0.579"
"1","jumper","6","5,765","8.660","-0.471"
"1","junk","4","12,375","9.423","-0.516"
"1","jurist","6","104","4.644","0.353"
"1","juror","5","295","5.687","-0.075"
"1","kale","4","795","6.678","-0.075"
"1","kaleidoscope","12","173","5.153","0.170"
"1","kazoo","5","148","4.997","-0.055"
"1","keepsake","8","152","5.024","-0.486"
"1","keg","3","1,152","7.049","-0.355"
"1","kelp","4","1,913","7.556","-0.224"
"1","kerchief","8","50","3.912","0.234"
"1","kernel","6","33,865","10.430","-0.143"
"1","ketchup","7","1,081","6.986","-0.103"
"1","kettle","6","1,499","7.313","-0.224"
"1","kettledrum","10","8","2.079","0.819"
"1","key","3","95,993","11.472","-0.823"
"1","keyboard","8","35,312","10.472","-0.415"
"1","keyhole","7","250","5.521","-0.613"
"1","kid","3","20,833","9.944","-0.812"
"1","kidney","6","2,471","7.812","-0.533"
"1","kiln","4","192","5.257","0.288"
"1","kilt","4","428","6.059","-0.277"
"1","kindle","6","106","4.663","-0.053"
"1","kiss","4","12,848","9.461","-0.796"
"1","kit","3","24,866","10.121","-0.678"
"1","kitchen","7","9,720","9.182","-0.680"
"1","kitchenette","11","64","4.159","0.872"
"1","kite","4","2,346","7.760","-0.752"
"1","kitten","6","2,238","7.713","-0.654"
"1","kitty","5","4,116","8.323","-0.643"
"1","kiwi","4","1,394","7.240","-0.384"
"1","Kleenex","7","382","5.945","-0.160"
"1","knapsack","8","186","5.226","0.019"
"1","knee","4","7,176","8.878","-0.680"
"1","kneecap","7","159","5.069","0.118"
"1","knickers","8","457","6.125","0.014"
"1","knitting","8","1,088","6.992","-0.263"
"1","knob","4","2,049","7.625","-0.486"
"1","knot","4","2,001","7.601","-0.686"
"1","knuckle","7","664","6.498","-0.314"
"1","kumquat","7","56","4.025","0.561"
"1","label","5","22,957","10.041","-0.663"
"1","laboratory","10","16,623","9.719","-0.229"
"1","Labrador","8","1,214","7.102","0.300"
"1","lace","4","3,285","8.097","-0.446"
"1","lad","3","2,329","7.753","-0.328"
"1","ladder","6","2,970","7.996","-0.634"
"1","ladle","5","159","5.069","-0.048"
"1","lady","4","25,980","10.165","-0.795"
"1","ladybug","7","140","4.942","-0.411"
"1","lager","5","1,081","6.986","0.164"
"1","lake","4","21,614","9.981","-0.684"
"1","lamb","4","3,444","8.144","-0.797"
"1","lambskin","8","31","3.434","0.102"
"1","lamp","4","6,657","8.803","-0.731"
"1","lamplight","9","18","2.890","-0.278"
"1","lamplighter","11","88","4.477","0.478"
"1","lampshade","9","80","4.382","0.032"
"1","lance","5","7,263","8.891","-0.268"
"1","land","4","75,075","11.226","-0.676"
"1","landlady","8","127","4.844","0.234"
"1","landscape","9","3,305","8.103","-0.465"
"1","lantern","7","2,064","7.632","-0.121"
"1","lanyard","7","109","4.691","0.489"
"1","lapdog","6","34","3.526","0.314"
"1","larvae","6","2,121","7.660","0.292"
"1","lasso","5","181","5.198","-0.147"
"1","latch","5","1,279","7.154","-0.551"
"1","latex","5","7,715","8.951","-0.220"
"1","latrine","7","87","4.466","0.059"
"1","laundry","7","2,357","7.765","-0.533"
"1","lavatory","8","136","4.913","0.180"
"1","lawn","4","2,663","7.887","-0.544"
"1","lawyer","6","12,105","9.401","-0.729"
"1","laxative","8","267","5.587","0.021"
"1","leaf","4","7,051","8.861","-0.720"
"1","leaflet","7","581","6.365","0.257"
"1","leash","5","2,002","7.602","-0.508"
"1","leather","7","11,445","9.345","-0.544"
"1","ledge","5","1,577","7.363","-0.520"
"1","ledger","6","726","6.588","-0.313"
"1","leech","5","1,532","7.334","-0.145"
"1","leftovers","9","527","6.267","-0.158"
"1","leg","3","17,838","9.789","-0.784"
"1","leggings","8","242","5.489","-0.208"
"1","lei","3","1,255","7.135","-0.007"
"1","lemon","5","4,015","8.298","-0.796"
"1","lemonade","8","403","5.999","-0.429"
"1","lens","4","9,343","9.142","-0.659"
"1","leopard","7","697","6.547","-0.260"
"1","leotard","7","246","5.505","0.247"
"1","letter","6","58,299","10.973","-0.693"
"1","letterbox","9","437","6.080","-0.141"
"1","lettuce","7","970","6.877","-0.407"
"1","lever","5","2,025","7.613","-0.508"
"1","library","7","113,025","11.635","-0.574"
"1","lice","4","396","5.981","-0.459"
"1","lid","3","2,898","7.972","-0.440"
"1","lifeboat","8","182","5.204","-0.376"
"1","lifebuoy","8","1","0.000","0.923"
"1","lifeguard","9","363","5.894","-0.518"
"1","lighthouse","10","1,319","7.185","-0.514"
"1","lilac","5","251","5.525","-0.456"
"1","lily","4","2,643","7.880","-0.502"
"1","limb","4","2,127","7.662","-0.636"
"1","lime","4","2,086","7.643","-0.731"
"1","limeade","7","10","2.303","0.889"
"1","limestone","9","567","6.340","-0.400"
"1","limousine","9","525","6.263","-0.353"
"1","linen","5","1,418","7.257","-0.356"
"1","lingerie","8","1,300","7.170","-0.120"
"1","linoleum","8","217","5.380","0.567"
"1","lint","4","1,004","6.912","-0.561"
"1","lip","3","3,323","8.109","-0.791"
"1","lipstick","8","1,035","6.942","-0.533"
"1","liqueur","7","165","5.106","0.138"
"1","liquid","6","9,017","9.107","-0.661"
"1","liquor","6","2,446","7.802","-0.574"
"1","litter","6","3,353","8.118","-0.396"
"1","livestock","9","1,418","7.257","-0.364"
"1","lizard","6","5,706","8.649","-0.638"
"1","llama","5","1,206","7.095","0.226"
"1","loaf","4","1,223","7.109","-0.647"
"1","lobbyist","8","263","5.572","-0.096"
"1","lobe","4","464","6.140","-0.098"
"1","lobster","7","849","6.744","-0.723"
"1","lock","4","18,221","9.810","-0.737"
"1","locker","6","1,871","7.534","-0.439"
"1","locket","6","131","4.875","-0.525"
"1","locksmith","9","270","5.598","-0.560"
"1","lodge","5","3,576","8.182","-0.612"
"1","lodging","7","1,405","7.248","-0.404"
"1","log","3","21,912","9.995","-0.696"
"1","logbook","7","286","5.656","-0.135"
"1","loin","4","555","6.319","-0.205"
"1","loincloth","9","74","4.304","0.331"
"1","lollipop","8","295","5.687","0.030"
"1","longbow","7","383","5.948","0.055"
"1","lotion","6","1,147","7.045","-0.541"
"1","loudspeaker","11","443","6.094","-0.249"
"1","lounge","6","2,374","7.772","-0.445"
"1","lounger","7","18","2.890","0.347"
"1","lovebird","8","70","4.248","-0.177"
"1","lozenge","7","57","4.043","0.945"
"1","lubricant","9","965","6.872","-0.343"
"1","lubrication","11","748","6.617","-0.207"
"1","luggage","7","1,659","7.414","-0.417"
"1","lumber","6","1,363","7.217","-0.373"
"1","lump","4","2,579","7.855","-0.476"
"1","lunch","5","11,094","9.314","-0.673"
"1","lunchroom","9","133","4.890","-0.253"
"1","lyre","4","1,735","7.459","0.168"
"1","macaroni","8","344","5.841","-0.000"
"1","macaroon","8","3","1.099","0.542"
"1","mace","4","1,274","7.150","-0.361"
"1","machete","7","159","5.069","0.375"
"1","machine","7","121,109","11.704","-0.835"
"1","machinery","9","3,002","8.007","-0.209"
"1","magazine","8","60,422","11.009","-0.555"
"1","maggot","6","498","6.211","-0.147"
"1","magician","8","1,989","7.595","-0.181"
"1","magnet","6","2,236","7.712","-0.492"
"1","magnolia","8","422","6.045","-0.297"
"1","maid","4","1,714","7.447","-0.521"
"1","maiden","6","5,557","8.623","-0.320"
"1","maidservant","11","11","2.398","0.828"
"1","mail","4","260,346","12.470","-0.618"
"1","mailbag","7","99","4.595","-0.168"
"1","maize","5","493","6.201","-0.121"
"1","makeup","6","3,291","8.099","-0.575"
"1","male","4","58,587","10.978","-0.715"
"1","mall","4","7,767","8.958","-0.548"
"1","mallard","7","406","6.006","0.042"
"1","mallet","6","431","6.066","-0.108"
"1","mammal","6","671","6.509","0.127"
"1","man","3","188,876","12.149","-1.003"
"1","mandolin","8","484","6.182","0.084"
"1","mango","5","867","6.765","-0.448"
"1","manhole","7","450","6.109","-0.293"
"1","manicure","8","73","4.290","-0.277"
"1","manicurist","10","22","3.091","0.145"
"1","mannequin","9","178","5.182","0.454"
"1","mansion","7","1,585","7.368","-0.182"
"1","mantel","6","202","5.308","0.350"
"1","mantelpiece","11","26","3.258","0.610"
"1","mantle","6","3,190","8.068","-0.530"
"1","manure","6","842","6.736","0.150"
"1","manuscript","10","2,688","7.897","-0.216"
"1","map","3","25,878","10.161","-0.676"
"1","maple","5","4,079","8.314","-0.467"
"1","marble","6","4,081","8.314","-0.244"
"1","marbles","7","757","6.629","-0.471"
"1","margarine","9","752","6.623","0.109"
"1","marigold","8","121","4.796","0.082"
"1","marijuana","9","10,768","9.284","-0.104"
"1","marionette","10","99","4.595","0.066"
"1","marksman","8","235","5.460","0.139"
"1","marmalade","9","236","5.464","0.357"
"1","marshmallow","11","284","5.649","-0.072"
"1","mascara","7","302","5.710","-0.058"
"1","mascot","6","611","6.415","-0.363"
"1","mask","4","12,361","9.422","-0.686"
"1","masseuse","8","94","4.543","0.776"
"1","mat","3","3,514","8.165","-0.512"
"1","match","5","35,069","10.465","-0.766"
"1","matchbox","8","431","6.066","-0.378"
"1","matchstick","10","51","3.932","0.305"
"1","mathematician","13","1,716","7.448","0.078"
"1","mattress","8","1,259","7.138","-0.550"
"1","mayonnaise","10","259","5.557","0.025"
"1","mayor","5","4,322","8.371","-0.495"
"1","me","2","1,303,959","14.081","-0.671"
"1","meadow","6","841","6.735","-0.285"
"1","meal","4","6,528","8.784","-0.772"
"1","meat","4","14,861","9.606","-0.747"
"1","medal","5","3,315","8.106","-0.361"
"1","medallion","9","828","6.719","-0.017"
"1","medic","5","1,601","7.378","-0.204"
"1","medicine","8","19,795","9.893","-0.439"
"1","megaphone","9","288","5.663","-0.151"
"1","melon","5","759","6.632","-0.630"
"1","memo","4","3,321","8.108","-0.454"
"1","memorabilia","11","1,260","7.139","0.393"
"1","men","3","98,321","11.496","-0.843"
"1","mentor","6","3,640","8.200","-0.323"
"1","menu","4","28,562","10.260","-0.516"
"1","merchandise","11","5,473","8.608","-0.222"
"1","merchant","8","5,231","8.562","-0.392"
"1","metal","5","28,116","10.244","-0.683"
"1","mice","4","4,181","8.338","-0.664"
"1","microphone","10","3,685","8.212","-0.138"
"1","microscope","10","1,171","7.066","0.078"
"1","microwave","9","4,362","8.381","-0.295"
"1","midget","6","595","6.389","-0.375"
"1","midwife","7","550","6.310","-0.058"
"1","milk","4","15,195","9.629","-0.856"
"1","milkshake","9","129","4.860","-0.268"
"1","mincemeat","9","95","4.554","1.057"
"1","minister","8","22,530","10.023","-0.331"
"1","mink","4","582","6.366","-0.198"
"1","minnow","6","131","4.875","0.293"
"1","mint","4","84,435","11.344","-0.691"
"1","mirror","6","27,107","10.208","-0.659"
"1","mistletoe","9","111","4.710","0.288"
"1","mistress","8","4,949","8.507","-0.463"
"1","mitt","4","163","5.094","0.019"
"1","mitten","6","139","4.934","-0.358"
"1","mixer","5","2,666","7.888","-0.543"
"1","moccasin","8","51","3.932","0.216"
"1","model","5","66,839","11.110","-0.703"
"1","molasses","8","550","6.310","-0.048"
"1","mommy","5","3,767","8.234","-0.121"
"1","money","5","209,588","12.253","-0.664"
"1","moneybags","9","18","2.890","-0.096"
"1","mongoose","8","363","5.894","0.016"
"1","monk","4","3,775","8.236","-0.395"
"1","monument","8","1,488","7.305","-0.173"
"1","moonshine","9","230","5.438","-0.294"
"1","mop","3","723","6.583","-0.553"
"1","morsel","6","164","5.100","-0.211"
"1","mortician","9","74","4.304","0.529"
"1","mosquito","8","812","6.700","-0.010"
"1","moss","4","3,715","8.220","-0.685"
"1","motel","5","1,671","7.421","-0.725"
"1","moth","4","515","6.244","-0.393"
"1","mothball","8","21","3.045","0.124"
"1","mother","6","42,113","10.648","-0.671"
"1","motor","5","13,981","9.545","-0.616"
"1","motorbike","9","180","5.193","0.009"
"1","motorboat","9","44","3.784","-0.065"
"1","motorcycle","10","3,696","8.215","-0.404"
"1","motorist","8","235","5.460","-0.369"
"1","mountain","8","34,727","10.455","-0.694"
"1","mountainside","12","146","4.984","0.293"
"1","mouse","5","37,838","10.541","-0.710"
"1","mousetrap","9","213","5.361","-0.153"
"1","mousse","6","406","6.006","0.027"
"1","moustache","9","457","6.125","0.108"
"1","mouth","5","34,157","10.439","-0.776"
"1","mouthpiece","10","832","6.724","-0.283"
"1","mouthwash","9","134","4.898","-0.371"
"1","mucus","5","419","6.038","0.057"
"1","mud","3","11,445","9.345","-0.694"
"1","muffin","6","991","6.899","-0.508"
"1","muffler","7","539","6.290","-0.145"
"1","mug","3","1,642","7.404","-0.579"
"1","mulberry","8","146","4.984","0.161"
"1","mulch","5","351","5.861","-0.208"
"1","mule","4","1,488","7.305","-0.738"
"1","mullet","6","142","4.956","-0.101"
"1","mum","3","1,450","7.279","-0.165"
"1","munitions","9","620","6.430","0.730"
"1","muscle","6","9,316","9.139","-0.620"
"1","museum","6","10,047","9.215","-0.297"
"1","mushroom","8","1,873","7.535","-0.469"
"1","musician","8","4,686","8.452","-0.258"
"1","musket","6","191","5.252","0.023"
"1","mustache","8","487","6.188","-0.198"
"1","mustard","7","1,664","7.417","-0.490"
"1","mutt","4","442","6.091","-0.417"
"1","mutton","6","168","5.124","-0.002"
"1","muzzle","6","1,887","7.543","-0.506"
"1","myself","6","92,699","11.437","-0.557"
"1","nail","4","4,603","8.434","-0.802"
"1","nameplate","9","199","5.293","-0.091"
"1","nanny","5","787","6.668","-0.366"
"1","napkin","6","316","5.756","-0.733"
"1","narcotics","9","1,153","7.050","0.032"
"1","neck","4","14,841","9.605","-0.680"
"1","neckband","8","9","2.197","0.244"
"1","neckerchief","11","25","3.219","1.352"
"1","necklace","8","1,149","7.047","-0.363"
"1","necktie","7","110","4.700","-0.151"
"1","neckwear","8","10","2.303","0.219"
"1","nectar","6","512","6.238","-0.409"
"1","needle","6","5,047","8.527","-0.764"
"1","needlepoint","11","356","5.875","0.192"
"1","needlework","10","749","6.619","0.051"
"1","negligee","8","87","4.466","0.358"
"1","nephew","6","1,363","7.217","-0.493"
"1","net","3","117,269","11.672","-0.745"
"1","nettle","6","132","4.883","-0.061"
"1","neurologist","11","333","5.808","-0.193"
"1","newlyweds","9","134","4.898","0.163"
"1","newsagent","9","57","4.043","0.868"
"1","newsboy","7","4","1.386","-0.159"
"1","newscaster","10","157","5.056","-0.121"
"1","newsletter","10","21,238","9.964","-0.394"
"1","newsman","7","75","4.317","-0.034"
"1","newspaper","9","16,824","9.731","-0.565"
"1","newspaperman","12","61","4.111","0.333"
"1","newsprint","9","512","6.238","-0.260"
"1","newsstand","9","773","6.650","-0.025"
"1","newt","4","8,878","9.091","0.037"
"1","nickel","6","1,984","7.593","-0.468"
"1","nightclub","9","678","6.519","-0.414"
"1","nightdress","10","8","2.079","0.248"
"1","nightgown","9","313","5.746","-0.070"
"1","nightie","7","189","5.242","0.837"
"1","nightlight","10","130","4.868","-0.229"
"1","nightshirt","10","92","4.522","-0.195"
"1","nipple","6","3,998","8.294","-0.447"
"1","noodle","6","523","6.260","-0.402"
"1","noose","5","309","5.733","-0.261"
"1","nose","4","13,919","9.541","-0.727"
"1","nostril","7","376","5.930","-0.195"
"1","note","4","131,657","11.788","-0.736"
"1","notepaper","9","14","2.639","-0.140"
"1","novel","5","12,250","9.413","-0.458"
"1","nugget","6","311","5.740","-0.096"
"1","nun","3","1,947","7.574","-0.579"
"1","nurse","5","6,640","8.801","-0.851"
"1","nursemaid","9","21","3.045","0.083"
"1","nursery","7","1,389","7.236","-0.426"
"1","nut","3","4,431","8.396","-0.660"
"1","nutcracker","10","156","5.050","-0.141"
"1","nutmeg","6","542","6.295","-0.141"
"1","nutshell","8","1,530","7.333","-0.220"
"1","nylon","5","2,223","7.707","-0.520"
"1","oar","3","220","5.394","-0.707"
"1","oat","3","275","5.617","-0.372"
"1","object","6","52,354","10.866","-0.606"
"1","obstetrician","12","106","4.663","0.441"
"1","ocean","5","11,050","9.310","-0.719"
"1","oceanographer","13","203","5.313","0.358"
"1","offspring","9","3,143","8.053","-0.281"
"1","oilcan","6","34","3.526","0.533"
"1","oilcloth","8","3","1.099","0.496"
"1","ointment","8","610","6.413","0.158"
"1","okra","4","175","5.165","-0.077"
"1","olive","5","2,952","7.990","-0.475"
"1","omelet","6","77","4.344","-0.144"
"1","onion","5","2,587","7.858","-0.498"
"1","opal","4","664","6.498","-0.024"
"1","opium","5","2,048","7.625","-0.030"
"1","optician","8","61","4.111","0.145"
"1","orange","6","13,483","9.509","-0.702"
"1","orchard","7","1,035","6.942","-0.476"
"1","orchid","6","2,383","7.776","-0.292"
"1","ore","3","1,589","7.371","-0.241"
"1","oregano","7","352","5.864","0.409"
"1","organ","5","19,107","9.858","-0.663"
"1","organism","8","76,012","11.239","-0.172"
"1","orgy","4","685","6.529","-0.336"
"1","ornament","8","557","6.323","0.054"
"1","orphan","6","844","6.738","-0.426"
"1","orthodontist","12","63","4.143","0.496"
"1","ottoman","7","1,576","7.363","0.354"
"1","outfielder","10","156","5.050","-0.075"
"1","outfit","6","3,715","8.220","-0.626"
"1","outhouse","8","200","5.298","-0.353"
"1","outlet","6","3,681","8.211","-0.451"
"1","oven","4","3,889","8.266","-0.639"
"1","overcoat","8","207","5.333","-0.343"
"1","oxtail","6","13","2.565","0.494"
"1","oyster","6","1,126","7.026","-0.116"
"1","pacemaker","9","134","4.898","-0.024"
"1","pacifier","8","406","6.006","0.120"
"1","package","7","62,783","11.047","-0.618"
"1","packaging","9","5,910","8.684","-0.050"
"1","packet","6","14,636","9.591","-0.477"
"1","pad","3","7,194","8.881","-0.596"
"1","padding","7","1,423","7.261","-0.211"
"1","paddle","6","2,700","7.901","-0.503"
"1","padlock","7","415","6.028","-0.101"
"1","page","4","157,108","11.965","-0.626"
"1","pail","4","496","6.207","-0.342"
"1","painkiller","10","78","4.357","-0.104"
"1","paint","5","15,964","9.678","-0.788"
"1","paintbox","8","46","3.829","-0.073"
"1","paintbrush","10","617","6.425","-0.484"
"1","pajamas","7","611","6.415","-0.192"
"1","pal","3","12,345","9.421","-0.783"
"1","pallet","6","183","5.209","-0.372"
"1","palm","4","5,990","8.698","-0.540"
"1","pamphlet","8","2,115","7.657","-0.309"
"1","pan","3","10,047","9.215","-0.497"
"1","pantaloons","10","20","2.996","0.671"
"1","panties","7","6,323","8.752","-0.353"
"1","pantry","6","213","5.361","-0.379"
"1","pants","5","10,126","9.223","-0.701"
"1","paper","5","64,005","11.067","-0.677"
"1","paperback","9","5,502","8.613","-0.363"
"1","paperweight","11","132","4.883","-0.066"
"1","paprika","7","320","5.768","0.031"
"1","parachute","9","1,247","7.128","-0.284"
"1","parakeet","8","178","5.182","0.461"
"1","paraphernalia","13","387","5.958","0.546"
"1","paratrooper","11","70","4.248","0.672"
"1","parcel","6","1,196","7.087","-0.231"
"1","parchment","9","310","5.737","0.142"
"1","parent","6","14,797","9.602","-0.568"
"1","parka","5","244","5.497","0.069"
"1","parsley","7","784","6.664","-0.260"
"1","parsnip","7","45","3.807","0.618"
"1","partner","7","17,565","9.774","-0.668"
"1","passenger","9","4,247","8.354","-0.381"
"1","passionflower","13","22","3.091","0.522"
"1","passport","8","4,237","8.352","-0.287"
"1","pasta","5","2,037","7.619","-0.676"
"1","pastrami","8","33","3.497","0.628"
"1","pastry","6","659","6.491","-0.272"
"1","path","4","43,722","10.686","-0.733"
"1","patrolman","9","123","4.812","0.161"
"1","paw","3","1,963","7.582","-0.402"
"1","pea","3","943","6.849","-0.701"
"1","peach","5","1,812","7.502","-0.746"
"1","peacock","7","969","6.876","-0.421"
"1","peanut","6","2,138","7.668","-0.126"
"1","peanuts","7","1,474","7.296","-0.705"
"1","pear","4","971","6.878","-0.431"
"1","pearl","5","10,738","9.282","-0.430"
"1","peashooter","10","4","1.386","0.824"
"1","pebble","6","604","6.404","-0.185"
"1","pecan","5","179","5.187","-0.266"
"1","pedal","5","3,243","8.084","-0.507"
"1","pedestal","8","626","6.439","0.138"
"1","pedestrian","10","764","6.639","-0.221"
"1","peel","4","2,813","7.942","-0.437"
"1","peephole","8","112","4.718","0.031"
"1","peg","3","1,350","7.208","-0.407"
"1","pegboard","8","34","3.526","0.074"
"1","pellet","6","544","6.299","-0.155"
"1","pelvis","6","1,039","6.946","-0.250"
"1","pen","3","7,902","8.975","-0.706"
"1","pencil","6","3,021","8.013","-0.599"
"1","pendant","7","536","6.284","0.015"
"1","penknife","8","21","3.045","0.526"
"1","pennant","7","287","5.659","-0.057"
"1","penny","5","5,204","8.557","-0.670"
"1","penthouse","9","1,038","6.945","-0.261"
"1","peony","5","39","3.664","-0.015"
"1","people","6","768,168","13.552","-0.763"
"1","pepper","6","5,324","8.580","-0.606"
"1","peppercorn","10","24","3.178","0.416"
"1","peppermint","10","282","5.642","-0.035"
"1","pepperoni","9","232","5.447","0.116"
"1","perfume","7","1,151","7.048","-0.474"
"1","periscope","9","231","5.442","-0.095"
"1","peroxide","8","594","6.387","0.370"
"1","person","6","167,439","12.028","-0.712"
"1","perspiration","12","294","5.684","0.197"
"1","pet","3","14,817","9.604","-0.683"
"1","petal","5","195","5.273","-0.391"
"1","phalanges","9","5","1.609","0.545"
"1","pharmacist","10","758","6.631","-0.224"
"1","pharmacy","8","2,097","7.648","-0.360"
"1","phone","5","141,619","11.861","-0.796"
"1","phonograph","10","382","5.945","0.168"
"1","photocopier","11","154","5.037","0.266"
"1","photocopy","9","1,341","7.201","-0.146"
"1","photograph","10","2,714","7.906","-0.316"
"1","physician","9","4,205","8.344","-0.254"
"1","physiologist","12","172","5.147","0.696"
"1","piano","5","9,273","9.135","-0.755"
"1","piccolo","7","822","6.712","0.627"
"1","pickaxe","7","43","3.761","0.581"
"1","pickle","6","979","6.887","-0.597"
"1","pie","3","4,935","8.504","-0.690"
"1","piercing","8","7,012","8.855","-0.355"
"1","pig","3","6,375","8.760","-0.644"
"1","piglet","6","846","6.741","-0.106"
"1","pigtail","7","96","4.564","-0.281"
"1","pike","4","2,432","7.796","-0.341"
"1","pilaf","5","55","4.007","0.116"
"1","pill","4","2,805","7.939","-0.496"
"1","pillar","6","1,562","7.354","-0.125"
"1","pillow","6","2,110","7.654","-0.624"
"1","pillowcase","10","54","3.989","-0.231"
"1","pilot","5","16,024","9.682","-0.809"
"1","pimento","7","30","3.401","0.309"
"1","pimple","6","216","5.375","-0.345"
"1","pin","3","24,742","10.116","-0.740"
"1","pinball","7","4,652","8.445","-0.563"
"1","pincushion","10","86","4.454","0.611"
"1","pine","4","7,920","8.977","-0.447"
"1","pineapple","9","637","6.457","-0.289"
"1","pinecone","8","118","4.771","0.573"
"1","pinewood","8","118","4.771","-0.488"
"1","pinkie","6","66","4.190","0.209"
"1","pinwheel","8","51","3.932","-0.033"
"1","pipe","4","12,205","9.410","-0.438"
"1","pistachio","9","110","4.700","0.143"
"1","pistol","6","4,683","8.452","-0.621"
"1","pitcher","7","1,571","7.359","-0.634"
"1","pitchfork","9","144","4.970","-0.314"
"1","pizza","5","5,507","8.614","-0.751"
"1","placard","7","114","4.736","0.085"
"1","placenta","8","3,830","8.251","-0.013"
"1","plaintiff","9","1,655","7.412","-0.252"
"1","plane","5","18,677","9.835","-0.566"
"1","plank","5","595","6.389","-0.132"
"1","planner","7","1,840","7.518","-0.633"
"1","plant","5","25,225","10.136","-0.752"
"1","plantain","8","31","3.434","0.109"
"1","planter","7","173","5.153","-0.371"
"1","plaque","6","951","6.858","-0.437"
"1","plaster","7","737","6.603","-0.481"
"1","plastic","7","26,405","10.181","-0.666"
"1","plate","5","10,419","9.251","-0.520"
"1","platform","8","24,499","10.106","-0.429"
"1","platter","7","936","6.842","-0.354"
"1","player","6","58,218","10.972","-0.846"
"1","playground","10","1,360","7.215","-0.552"
"1","playhouse","9","515","6.244","-0.476"
"1","playroom","8","209","5.342","-0.583"
"1","playsuit","8","6","1.792","0.058"
"1","plaything","9","112","4.718","0.077"
"1","playwright","10","373","5.922","-0.265"
"1","plexiglas","9","87","4.466","0.352"
"1","pliers","6","730","6.593","0.025"
"1","plow","4","763","6.637","-0.646"
"1","plug","4","15,792","9.667","-0.628"
"1","plum","4","825","6.715","-0.484"
"1","plumber","7","402","5.996","-0.408"
"1","plywood","7","1,286","7.159","-0.095"
"1","pocket","6","10,760","9.284","-0.667"
"1","pocketbook","10","367","5.905","-0.312"
"1","pocketknife","11","22","3.091","0.242"
"1","podiatrist","10","75","4.317","0.091"
"1","poet","4","3,454","8.147","-0.649"
"1","poinsettia","10","126","4.836","0.365"
"1","poker","5","4,519","8.416","-0.530"
"1","pole","4","5,730","8.653","-0.785"
"1","police","6","48,000","10.779","-0.751"
"1","policeman","9","1,453","7.281","-0.479"
"1","policewoman","11","60","4.094","-0.074"
"1","politician","10","3,126","8.048","-0.354"
"1","polyester","9","715","6.572","-0.148"
"1","pomegranate","11","91","4.511","0.709"
"1","pompom","6","9","2.197","0.564"
"1","poncho","6","250","5.521","-0.243"
"1","pond","4","3,604","8.190","-0.722"
"1","pony","4","2,249","7.718","-0.564"
"1","pooch","5","156","5.050","-0.023"
"1","poodle","6","743","6.611","-0.459"
"1","pool","4","16,200","9.693","-0.743"
"1","poop","4","1,093","6.997","-0.231"
"1","popcorn","7","949","6.855","-0.551"
"1","porch","5","1,680","7.427","-0.510"
"1","pork","4","2,767","7.926","-0.638"
"1","porridge","8","240","5.481","0.637"
"1","portfolio","9","4,415","8.393","-0.171"
"1","portrait","8","2,688","7.897","-0.295"
"1","postage","7","18,563","9.829","-0.018"
"1","postcard","8","1,782","7.485","-0.485"
"1","poster","6","24,836","10.120","-0.502"
"1","postman","7","396","5.981","-0.477"
"1","postmaster","10","3,959","8.284","-0.249"
"1","pot","3","13,161","9.485","-0.918"
"1","potato","6","3,178","8.064","-0.220"
"1","potboiler","9","11","2.398","0.475"
"1","potpourri","9","152","5.024","0.204"
"1","pottery","7","940","6.846","-0.387"
"1","potty","5","683","6.526","-0.363"
"1","pouch","5","831","6.723","-0.544"
"1","poultry","7","1,098","7.001","-0.245"
"1","powder","6","8,025","8.990","-0.421"
"1","powderpuff","10","12","2.485","0.342"
"1","powerboat","9","82","4.407","-0.435"
"1","practitioner","12","1,519","7.326","0.361"
"1","prankster","9","176","5.170","0.118"
"1","preschooler","11","29","3.367","0.148"
"1","present","7","65,134","11.084","-0.517"
"1","pretzel","7","152","5.024","-0.435"
"1","priest","6","14,417","9.576","-0.443"
"1","primate","7","2,053","7.627","-0.316"
"1","primrose","8","250","5.521","0.449"
"1","printout","8","1,166","7.061","-0.133"
"1","prisoner","8","4,485","8.408","-0.300"
"1","prize","5","8,217","9.014","-0.731"
"1","produce","7","34,576","10.451","-0.548"
"1","programmer","10","32,565","10.391","-0.345"
"1","projector","9","1,376","7.227","-0.219"
"1","prop","4","3,334","8.112","-0.089"
"1","propeller","9","460","6.131","-0.239"
"1","proprietor","10","885","6.786","0.189"
"1","prosecutor","10","2,268","7.727","-0.017"
