"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","I_Zscore"
"1","tricycle","8","157","5.056","-0.130"
"1","trigger","7","7,624","8.939","-0.578"
"1","trinket","7","59","4.078","0.037"
"1","tripod","6","1,040","6.947","-0.245"
"1","trolley","7","378","5.935","-0.283"
"1","trombone","8","709","6.564","0.154"
"1","trophy","6","2,193","7.693","-0.519"
"1","trousers","8","1,313","7.180","-0.272"
"1","trout","5","1,947","7.574","-0.368"
"1","truck","5","10,203","9.230","-0.807"
"1","trumpet","7","7,157","8.876","-0.506"
"1","trunk","5","3,272","8.093","-0.709"
"1","tub","3","2,579","7.855","-0.603"
"1","tuba","4","415","6.028","-0.368"
"1","tube","4","14,619","9.590","-0.675"
"1","tubing","6","2,409","7.787","0.084"
"1","tugboat","7","172","5.147","-0.222"
"1","tulip","5","450","6.109","-0.360"
"1","tumbler","7","300","5.704","0.022"
"1","tummy","5","945","6.851","0.112"
"1","tuna","4","1,585","7.368","-0.687"
"1","tunic","5","304","5.717","-0.158"
"1","turban","6","268","5.591","0.232"
"1","turf","4","1,128","7.028","-0.248"
"1","turkey","6","13,802","9.533","-0.709"
"1","turnip","6","286","5.656","-0.349"
"1","turntable","9","703","6.555","0.182"
"1","turtle","6","4,483","8.408","-0.568"
"1","turtleneck","10","195","5.273","0.059"
"1","tutor","5","5,385","8.591","-0.659"
"1","tutu","4","142","4.956","0.488"
"1","tuxedo","6","633","6.450","-0.332"
"1","tweezer","7","218","5.384","-0.222"
"1","twig","4","240","5.481","-0.310"
"1","twine","5","324","5.781","-0.001"
"1","typewriter","10","1,111","7.013","-0.287"
"1","ukulele","7","64","4.159","0.586"
"1","umbrella","8","1,930","7.565","-0.279"
"1","uncle","5","10,780","9.285","-0.565"
"1","underclothes","12","20","2.996","-0.029"
"1","undercoat","9","381","5.943","0.049"
"1","undershirt","10","61","4.111","-0.040"
"1","underwear","9","3,400","8.132","-0.435"
"1","uniform","7","8,113","9.001","-0.690"
"1","upholstery","10","249","5.517","-0.068"
"1","urinal","6","260","5.561","0.075"
"1","urn","3","259","5.557","0.100"
"1","vaccine","7","6,030","8.705","-0.036"
"1","vacuum","6","6,231","8.737","-0.380"
"1","vagina","6","3,550","8.175","-0.184"
"1","valet","5","263","5.572","-0.355"
"1","valve","5","4,629","8.440","-0.606"
"1","van","3","45,556","10.727","-0.759"
"1","vanilla","7","3,416","8.136","-0.492"
"1","vase","4","540","6.292","-0.390"
"1","vaseline","8","659","6.491","-0.007"
"1","veal","4","903","6.806","-0.249"
"1","vegetable","9","3,298","8.101","-0.174"
"1","vegetation","10","805","6.691","0.251"
"1","vehicle","7","13,714","9.526","-0.483"
"1","veil","4","1,868","7.533","-0.560"
"1","vein","4","2,169","7.682","-0.477"
"1","velvet","6","2,236","7.712","-0.516"
"1","vendor","6","12,408","9.426","-0.491"
"1","ventilator","10","131","4.875","0.206"
"1","vermicelli","10","22","3.091","0.569"
"1","vermouth","8","62","4.127","0.613"
"1","vessel","6","3,871","8.261","-0.201"
"1","vest","4","1,238","7.121","-0.464"
"1","veterinarian","12","885","6.786","0.513"
"1","vibrator","8","1,095","6.999","-0.095"
"1","videotape","9","2,152","7.674","-0.416"
"1","viewfinder","10","356","5.875","0.049"
"1","village","7","13,243","9.491","-0.378"
"1","villager","8","142","4.956","0.056"
"1","vinaigrette","11","47","3.850","0.651"
"1","vine","4","1,241","7.124","-0.512"
"1","vinegar","7","1,944","7.573","-0.387"
"1","vinyl","5","7,178","8.879","-0.034"
"1","viola","5","1,311","7.179","0.066"
"1","violin","6","2,583","7.857","-0.448"
"1","violinist","9","381","5.943","-0.012"
"1","virgin","6","7,884","8.973","-0.380"
"1","visor","5","544","6.299","-0.552"
"1","vitamins","8","2,558","7.847","-0.449"
"1","vocalist","8","1,161","7.057","-0.419"
"1","vodka","5","897","6.799","-0.568"
"1","volleyball","10","2,314","7.747","-0.465"
"1","vomit","5","1,313","7.180","-0.443"
"1","voter","5","2,022","7.612","-0.546"
"1","vulva","5","364","5.897","0.094"
"1","wafer","5","795","6.678","-0.150"
"1","waffle","6","4,331","8.374","-0.437"
"1","wagon","5","3,687","8.213","-0.558"
"1","waist","5","5,276","8.571","-0.646"
"1","waistband","9","407","6.009","-0.205"
"1","waistcoat","9","59","4.078","0.469"
"1","waiter","6","1,223","7.109","-0.517"
"1","waitress","8","1,048","6.955","-0.536"
"1","walker","6","9,022","9.107","-0.535"
"1","wall","4","91,869","11.428","-0.551"
"1","wallboard","9","39","3.664","-0.091"
"1","wallet","6","2,303","7.742","-0.376"
"1","wallpaper","9","992","6.900","-0.487"
"1","walnut","6","3,420","8.137","-0.552"
"1","walrus","6","530","6.273","-0.010"
"1","wand","4","5,420","8.598","-0.380"
"1","warden","6","688","6.534","-0.126"
"1","wart","4","224","5.412","-0.437"
"1","washbasin","9","13","2.565","0.619"
"1","washboard","9","158","5.063","-0.276"
"1","washbowl","8","0","0.000","-0.062"
"1","washcloth","9","198","5.288","-0.277"
"1","washer","6","1,011","6.919","-0.577"
"1","washroom","8","187","5.231","-0.173"
"1","washstand","9","0","0.000","0.687"
"1","waste","5","27,081","10.207","-0.564"
"1","wastebasket","11","163","5.094","-0.089"
"1","watch","5","56,974","10.950","-0.830"
"1","watchband","9","13","2.565","0.248"
"1","watchdog","8","968","6.875","-0.322"
"1","watchmaker","10","52","3.951","-0.338"
"1","water","5","105,961","11.571","-0.843"
"1","watercress","10","67","4.205","0.506"
"1","watermelon","10","386","5.956","-0.096"
"1","wax","3","5,389","8.592","-0.474"
"1","waxwork","7","27","3.296","0.129"
"1","weapon","6","19,739","9.890","-0.521"
"1","weatherman","10","251","5.525","-0.191"
"1","web","3","140,289","11.851","-0.544"
"1","weed","4","3,010","8.010","-0.623"
"1","wench","5","344","5.841","0.235"
"1","wheat","5","4,108","8.321","-0.571"
"1","wheel","5","19,368","9.871","-0.792"
"1","wheelbarrow","11","384","5.951","-0.008"
"1","wheelchair","10","1,188","7.080","-0.112"
"1","whip","4","4,961","8.509","-0.614"
"1","whirlpool","9","435","6.075","-0.478"
"1","whisk","5","300","5.704","-0.500"
"1","whiskers","8","437","6.080","-0.486"
"1","whiskey","7","1,364","7.218","-0.584"
"1","whistle","7","2,672","7.891","-0.352"
"1","wife","4","38,746","10.565","-0.763"
"1","wig","3","961","6.868","-0.713"
"1","wigmaker","8","1","0.000","0.435"
"1","wildcat","7","2,081","7.641","-0.403"
"1","wildlife","8","4,582","8.430","-0.406"
"1","windbreaker","11","90","4.500","-0.096"
"1","window","6","54,926","10.914","-0.567"
"1","windowpane","10","51","3.932","0.450"
"1","windowsill","10","166","5.112","0.375"
"1","windshield","10","1,386","7.234","-0.136"
"1","windsock","8","70","4.248","0.286"
"1","wine","4","13,077","9.479","-0.736"
"1","wineglass","9","14","2.639","0.035"
"1","wing","4","15,248","9.632","-0.457"
"1","wingman","7","553","6.315","0.085"
"1","wiper","5","364","5.897","-0.408"
"1","wiring","6","3,625","8.196","-0.349"
"1","wishbone","8","108","4.682","-0.392"
"1","wolfhound","9","99","4.595","0.169"
"1","woman","5","66,489","11.105","-0.729"
"1","wood","4","24,035","10.087","-0.611"
"1","woodblock","9","20","2.996","0.172"
"1","woodcarver","10","28","3.332","0.168"
"1","woodcraft","9","92","4.522","-0.403"
"1","woodcutter","10","18","2.890","0.019"
"1","woodpecker","10","368","5.908","-0.231"
"1","woodpile","8","27","3.296","-0.055"
"1","woods","5","9,313","9.139","-0.799"
"1","woodshed","8","63","4.143","0.056"
"1","woodwind","8","281","5.638","-0.257"
"1","woodwork","8","464","6.140","-0.155"
"1","wool","4","2,066","7.633","-0.486"
"1","workbench","9","2,804","7.939","-0.081"
"1","workbook","8","558","6.324","-0.366"
"1","worker","6","7,057","8.862","-0.710"
"1","workroom","8","32","3.466","-0.051"
"1","worksheet","9","421","6.043","-0.339"
"1","workshop","8","15,377","9.641","-0.408"
"1","worm","4","4,110","8.321","-0.568"
"1","wound","5","6,139","8.722","-0.711"
"1","wrapper","7","1,761","7.474","-0.327"
"1","wreath","6","287","5.659","-0.275"
"1","wrench","6","1,389","7.236","-0.541"
"1","wrestler","8","1,141","7.040","-0.314"
"1","wrist","5","4,355","8.379","-0.525"
"1","wristband","9","36","3.584","-0.099"
"1","wristwatch","10","146","4.984","0.213"
"1","xylophone","9","67","4.205","0.384"
"1","yacht","5","1,006","6.914","-0.019"
"1","yachtsman","9","11","2.398","0.580"
"1","yam","3","577","6.358","-0.118"
"1","yardstick","9","269","5.595","-0.304"
"1","yarn","4","3,131","8.049","-0.493"
"1","yearbook","8","880","6.780","-0.586"
"1","yoga","4","1,985","7.593","-0.423"
"1","yogurt","6","1,279","7.154","-0.197"
"1","yolk","4","324","5.781","-0.142"
"1","you","3","5,030,485","15.431","-0.597"
"1","yourself","8","84,061","11.339","-0.467"
"1","zipper","6","1,245","7.127","-0.343"
"1","zucchini","8","314","5.749","0.239"
"2","frame","5","31,447","10.356","-0.436"
"2","picture","7","46,520","10.748","-0.694"
